"soimoistdept_l"|"soimoistdept_r"|"soimoistdept_h"|"soimoistdepb_l"|"soimoistdepb_r"|"soimoistdepb_h"|"soimoiststat"|"comonthkey"|"cosoilmoistkey"
92|97|142|203|203|203|"Wet"|253294014|160372204
92|97|142|203|203|203|"Moist"|253294006|160372188
0|0|0|92|97|142|"Moist"|253294006|160372189
92|97|142|203|203|203|"Moist"|253294008|160372192
0|0|0|92|97|142|"Moist"|253294008|160372193
0|0|0|92|97|142|"Moist"|253294007|160372190
92|97|142|203|203|203|"Moist"|253294007|160372191
92|97|142|203|203|203|"Moist"|253294009|160372194
0|0|0|92|97|142|"Moist"|253294009|160372195
0|0|0|92|97|142|"Moist"|253294015|160372206
92|97|142|203|203|203|"Wet"|253294015|160372207
0|0|0|92|97|142|"Moist"|253294016|160372208
92|97|142|203|203|203|"Wet"|253294016|160372209
0|0|0|92|97|142|"Moist"|253294017|160372210
92|97|142|203|203|203|"Wet"|253294017|160372211
0|0|0|122|125|145|"Moist"|253294024|160372225
122|125|145|203|203|203|"Wet"|253294024|160372224
0|0|0|122|125|145|"Moist"|253294025|160372227
122|125|145|203|203|203|"Wet"|253294025|160372226
122|125|145|203|203|203|"Moist"|253294019|160372214
0|0|0|122|125|145|"Moist"|253294019|160372215
122|125|145|203|203|203|"Moist"|253294018|160372212
0|0|0|122|125|145|"Moist"|253294018|160372213
0|0|0|122|125|145|"Moist"|253294026|160372228
122|125|145|203|203|203|"Moist"|253294026|160372229
0|0|0|122|125|145|"Moist"|253294021|160372218
122|125|145|203|203|203|"Moist"|253294021|160372219
0|0|0|122|125|145|"Moist"|253294028|160372232
122|125|145|203|203|203|"Moist"|253294028|160372233
0|0|0|122|125|145|"Moist"|253294027|160372230
122|125|145|203|203|203|"Moist"|253294027|160372231
122|125|145|203|203|203|"Moist"|253294022|160372220
0|0|0|122|125|145|"Moist"|253294022|160372221
0|0|0|122|125|145|"Moist"|253294023|160372222
122|125|145|203|203|203|"Moist"|253294023|160372223
0|0|0|122|125|145|"Moist"|253294029|160372235
122|125|145|203|203|203|"Wet"|253294029|160372234
0|0|0|122|125|145|"Moist"|253294020|160372217
122|125|145|203|203|203|"Wet"|253294020|160372216
0|0|0|203|203|203|"Wet"|253294041|160372247
0|0|0|203|203|203|"Wet"|253294040|160372246
0|0|0|203|203|203|"Moist"|253294039|160372245
0|0|0|203|203|203|"Moist"|253294038|160372244
0|0|0|203|203|203|"Moist"|253294037|160372243
0|0|0|203|203|203|"Moist"|253294036|160372242
0|0|0|203|203|203|"Wet"|253294035|160372241
0|0|0|203|203|203|"Wet"|253294034|160372240
0|0|0|203|203|203|"Wet"|253294032|160372238
0|0|0|203|203|203|"Wet"|253294033|160372239
0|0|0|203|203|203|"Wet"|253294031|160372237
0|0|0|203|203|203|"Wet"|253294030|160372236
5|9|25|20|25|42|"Moist"|253291192|160370368
0|0|0|5|9|25|"Moist"|253291192|160370367
20|25|42|53|53|87|"Moist"|253291192|160370366
89|117|165|203|203|203|"Moist"|253291192|160370364
53|53|87|89|117|165|"Wet"|253291192|160370365
20|25|42|53|53|87|"Moist"|253291195|160370379
0|0|0|5|9|25|"Moist"|253291195|160370380
89|117|165|203|203|203|"Moist"|253291195|160370381
5|9|25|20|25|42|"Moist"|253291195|160370382
53|53|87|89|117|165|"Wet"|253291195|160370383
20|25|42|53|53|87|"Moist"|253291187|160370339
5|9|25|20|25|42|"Moist"|253291187|160370341
89|117|165|203|203|203|"Moist"|253291187|160370342
0|0|0|5|9|25|"Moist"|253291187|160370343
53|53|87|89|117|165|"Wet"|253291187|160370340
20|25|42|53|53|87|"Moist"|253291194|160370375
0|0|0|5|9|25|"Moist"|253291194|160370376
5|9|25|20|25|42|"Moist"|253291194|160370377
89|117|165|203|203|203|"Moist"|253291194|160370378
53|53|87|89|117|165|"Wet"|253291194|160370374
89|117|165|203|203|203|"Moist"|253291189|160370349
5|9|25|20|25|42|"Moist"|253291189|160370350
0|0|0|5|9|25|"Moist"|253291189|160370351
20|25|42|53|53|87|"Moist"|253291189|160370352
53|53|87|89|117|165|"Moist"|253291189|160370353
53|53|87|89|117|165|"Moist"|253291197|160370389
5|9|25|20|25|42|"Moist"|253291197|160370390
20|25|42|53|53|87|"Moist"|253291197|160370391
0|0|0|5|9|25|"Moist"|253291197|160370392
89|117|165|203|203|203|"Moist"|253291197|160370393
0|0|0|5|9|25|"Moist"|253291196|160370384
5|9|25|20|25|42|"Moist"|253291196|160370385
53|53|87|89|117|165|"Moist"|253291196|160370386
89|117|165|203|203|203|"Moist"|253291196|160370387
20|25|42|53|53|87|"Moist"|253291196|160370388
89|117|165|203|203|203|"Moist"|253291186|160370334
20|25|42|53|53|87|"Moist"|253291186|160370335
0|0|0|5|9|25|"Moist"|253291186|160370336
53|53|87|89|117|165|"Moist"|253291186|160370337
5|9|25|20|25|42|"Moist"|253291186|160370338
53|53|87|89|117|165|"Moist"|253291193|160370369
20|25|42|53|53|87|"Moist"|253291193|160370370
5|9|25|20|25|42|"Moist"|253291193|160370371
89|117|165|203|203|203|"Moist"|253291193|160370372
0|0|0|5|9|25|"Moist"|253291193|160370373
0|0|0|5|9|25|"Moist"|253291188|160370346
5|9|25|20|25|42|"Moist"|253291188|160370347
20|25|42|53|53|87|"Moist"|253291188|160370348
89|117|165|203|203|203|"Moist"|253291188|160370344
53|53|87|89|117|165|"Wet"|253291188|160370345
89|117|165|203|203|203|"Moist"|253291190|160370354
20|25|42|53|53|87|"Moist"|253291190|160370356
5|9|25|20|25|42|"Moist"|253291190|160370357
0|0|0|5|9|25|"Moist"|253291190|160370358
53|53|87|89|117|165|"Wet"|253291190|160370355
0|0|0|5|9|25|"Moist"|253291191|160370359
5|9|25|20|25|42|"Moist"|253291191|160370361
89|117|165|203|203|203|"Moist"|253291191|160370362
20|25|42|53|53|87|"Moist"|253291191|160370363
53|53|87|89|117|165|"Wet"|253291191|160370360
47|117|148|100|130|152|"Moist"|253291207|160370439
3|8|18|9|20|51|"Moist"|253291207|160370440
100|130|152|203|203|203|"Moist"|253291207|160370441
0|0|0|3|8|18|"Moist"|253291207|160370442
9|20|51|47|117|148|"Moist"|253291207|160370443
0|0|0|3|8|18|"Moist"|253291209|160370449
47|117|148|100|130|152|"Moist"|253291209|160370450
9|20|51|47|117|148|"Moist"|253291209|160370451
3|8|18|9|20|51|"Moist"|253291209|160370452
100|130|152|203|203|203|"Moist"|253291209|160370453
9|20|51|47|117|148|"Moist"|253291200|160370404
0|0|0|3|8|18|"Moist"|253291200|160370405
3|8|18|9|20|51|"Moist"|253291200|160370406
47|117|148|100|130|152|"Moist"|253291200|160370407
100|130|152|203|203|203|"Moist"|253291200|160370408
3|8|18|9|20|51|"Moist"|253291201|160370409
9|20|51|47|117|148|"Moist"|253291201|160370410
0|0|0|3|8|18|"Moist"|253291201|160370411
47|117|148|100|130|152|"Moist"|253291201|160370412
100|130|152|203|203|203|"Moist"|253291201|160370413
100|130|152|203|203|203|"Moist"|253291202|160370414
47|117|148|100|130|152|"Moist"|253291202|160370415
0|0|0|3|8|18|"Moist"|253291202|160370416
9|20|51|47|117|148|"Moist"|253291202|160370417
3|8|18|9|20|51|"Moist"|253291202|160370418
9|20|51|47|117|148|"Moist"|253291205|160370429
100|130|152|203|203|203|"Moist"|253291205|160370430
0|0|0|3|8|18|"Moist"|253291205|160370431
47|117|148|100|130|152|"Moist"|253291205|160370432
3|8|18|9|20|51|"Moist"|253291205|160370433
3|8|18|9|20|51|"Moist"|253291208|160370444
9|20|51|47|117|148|"Moist"|253291208|160370445
100|130|152|203|203|203|"Moist"|253291208|160370446
47|117|148|100|130|152|"Moist"|253291208|160370447
0|0|0|3|8|18|"Moist"|253291208|160370448
47|117|148|100|130|152|"Moist"|253291203|160370419
3|8|18|9|20|51|"Moist"|253291203|160370420
100|130|152|203|203|203|"Moist"|253291203|160370421
0|0|0|3|8|18|"Moist"|253291203|160370422
9|20|51|47|117|148|"Moist"|253291203|160370423
0|0|0|3|8|18|"Moist"|253291206|160370438
9|20|51|47|117|148|"Moist"|253291206|160370437
100|130|152|203|203|203|"Moist"|253291206|160370436
3|8|18|9|20|51|"Moist"|253291206|160370435
47|117|148|100|130|152|"Moist"|253291206|160370434
47|117|148|100|130|152|"Moist"|253291204|160370424
0|0|0|3|8|18|"Moist"|253291204|160370425
100|130|152|203|203|203|"Moist"|253291204|160370426
3|8|18|9|20|51|"Moist"|253291204|160370427
9|20|51|47|117|148|"Moist"|253291204|160370428
100|130|152|203|203|203|"Moist"|253291199|160370403
3|8|18|9|20|51|"Moist"|253291199|160370402
47|117|148|100|130|152|"Moist"|253291199|160370401
0|0|0|3|8|18|"Moist"|253291199|160370400
9|20|51|47|117|148|"Moist"|253291199|160370399
9|20|51|47|117|148|"Moist"|253291198|160370394
0|0|0|3|8|18|"Moist"|253291198|160370395
100|130|152|203|203|203|"Moist"|253291198|160370396
3|8|18|9|20|51|"Moist"|253291198|160370397
47|117|148|100|130|152|"Moist"|253291198|160370398
61|61|123|111|140|146|"Moist"|253294322|160372677
111|140|146|203|203|203|"Moist"|253294322|160372678
0|0|0|4|10|25|"Moist"|253294322|160372679
4|10|25|61|61|123|"Moist"|253294322|160372680
111|140|146|203|203|203|"Moist"|253294321|160372676
61|61|123|111|140|146|"Moist"|253294321|160372675
4|10|25|61|61|123|"Moist"|253294321|160372674
0|0|0|4|10|25|"Moist"|253294321|160372673
0|0|0|4|10|25|"Moist"|253294318|160372661
4|10|25|61|61|123|"Moist"|253294318|160372662
61|61|123|111|140|146|"Moist"|253294318|160372663
111|140|146|203|203|203|"Moist"|253294318|160372664
61|61|123|111|140|146|"Moist"|253294325|160372689
111|140|146|203|203|203|"Moist"|253294325|160372690
0|0|0|4|10|25|"Moist"|253294325|160372691
4|10|25|61|61|123|"Moist"|253294325|160372692
0|0|0|4|10|25|"Moist"|253294326|160372693
4|10|25|61|61|123|"Moist"|253294326|160372694
61|61|123|111|140|146|"Moist"|253294326|160372695
111|140|146|203|203|203|"Moist"|253294326|160372696
0|0|0|4|10|25|"Moist"|253294324|160372685
4|10|25|61|61|123|"Moist"|253294324|160372686
61|61|123|111|140|146|"Moist"|253294324|160372687
111|140|146|203|203|203|"Moist"|253294324|160372688
0|0|0|4|10|25|"Moist"|253294323|160372681
4|10|25|61|61|123|"Moist"|253294323|160372682
61|61|123|111|140|146|"Moist"|253294323|160372683
111|140|146|203|203|203|"Moist"|253294323|160372684
0|0|0|4|10|25|"Moist"|253294319|160372665
4|10|25|61|61|123|"Moist"|253294319|160372666
61|61|123|111|140|146|"Moist"|253294319|160372667
111|140|146|203|203|203|"Moist"|253294319|160372668
0|0|0|4|10|25|"Moist"|253294329|160372705
4|10|25|61|61|123|"Moist"|253294329|160372706
61|61|123|111|140|146|"Moist"|253294329|160372707
111|140|146|203|203|203|"Moist"|253294329|160372708
61|61|123|111|140|146|"Moist"|253294328|160372701
111|140|146|203|203|203|"Moist"|253294328|160372702
0|0|0|4|10|25|"Moist"|253294328|160372703
4|10|25|61|61|123|"Moist"|253294328|160372704
0|0|0|4|10|25|"Moist"|253294327|160372697
4|10|25|61|61|123|"Moist"|253294327|160372698
61|61|123|111|140|146|"Moist"|253294327|160372699
111|140|146|203|203|203|"Moist"|253294327|160372700
0|0|0|4|10|25|"Moist"|253294320|160372669
4|10|25|61|61|123|"Moist"|253294320|160372670
61|61|123|111|140|146|"Moist"|253294320|160372671
111|140|146|203|203|203|"Moist"|253294320|160372672
158|191|191|203|203|203|"Moist"|253294332|160372718
0|0|0|18|25|46|"Moist"|253294332|160372719
18|25|46|76|84|100|"Moist"|253294332|160372720
76|84|100|158|191|191|"Wet"|253294332|160372717
0|0|0|18|25|46|"Moist"|253294338|160372744
18|25|46|76|84|100|"Moist"|253294338|160372743
158|191|191|203|203|203|"Moist"|253294338|160372742
76|84|100|158|191|191|"Wet"|253294338|160372741
158|191|191|203|203|203|"Moist"|253294340|160372750
18|25|46|76|84|100|"Moist"|253294340|160372751
0|0|0|18|25|46|"Moist"|253294340|160372752
76|84|100|158|191|191|"Wet"|253294340|160372749
0|0|0|18|25|46|"Moist"|253294331|160372713
158|191|191|203|203|203|"Moist"|253294331|160372714
18|25|46|76|84|100|"Moist"|253294331|160372715
76|84|100|158|191|191|"Wet"|253294331|160372716
18|25|46|76|84|100|"Moist"|253294337|160372737
158|191|191|203|203|203|"Moist"|253294337|160372738
0|0|0|18|25|46|"Moist"|253294337|160372739
76|84|100|158|191|191|"Moist"|253294337|160372740
18|25|46|76|84|100|"Moist"|253294341|160372753
76|84|100|158|191|191|"Moist"|253294341|160372754
158|191|191|203|203|203|"Moist"|253294341|160372755
0|0|0|18|25|46|"Moist"|253294341|160372756
158|191|191|203|203|203|"Moist"|253294335|160372729
18|25|46|76|84|100|"Moist"|253294335|160372730
0|0|0|18|25|46|"Moist"|253294335|160372731
76|84|100|158|191|191|"Moist"|253294335|160372732
76|84|100|158|191|191|"Moist"|253294330|160372712
18|25|46|76|84|100|"Moist"|253294330|160372711
0|0|0|18|25|46|"Moist"|253294330|160372710
158|191|191|203|203|203|"Moist"|253294330|160372709
158|191|191|203|203|203|"Moist"|253294336|160372733
18|25|46|76|84|100|"Moist"|253294336|160372734
0|0|0|18|25|46|"Moist"|253294336|160372735
76|84|100|158|191|191|"Moist"|253294336|160372736
0|0|0|18|25|46|"Moist"|253294334|160372725
76|84|100|158|191|191|"Moist"|253294334|160372726
158|191|191|203|203|203|"Moist"|253294334|160372727
18|25|46|76|84|100|"Moist"|253294334|160372728
158|191|191|203|203|203|"Moist"|253294339|160372745
0|0|0|18|25|46|"Moist"|253294339|160372746
76|84|100|158|191|191|"Moist"|253294339|160372747
18|25|46|76|84|100|"Moist"|253294339|160372748
18|25|46|76|84|100|"Moist"|253294333|160372722
0|0|0|18|25|46|"Moist"|253294333|160372723
158|191|191|203|203|203|"Moist"|253294333|160372724
76|84|100|158|191|191|"Wet"|253294333|160372721
7|10|16|24|31|41|"Moist"|253293530|160371511
24|31|41|39|49|56|"Moist"|253293530|160371512
146|152|185|203|203|203|"Moist"|253293530|160371513
66|85|91|146|152|185|"Moist"|253293530|160371508
0|0|0|7|10|16|"Moist"|253293530|160371509
39|49|56|66|85|91|"Wet"|253293530|160371510
66|85|91|146|152|185|"Moist"|253293529|160371502
0|0|0|7|10|16|"Moist"|253293529|160371503
7|10|16|24|31|41|"Moist"|253293529|160371505
24|31|41|39|49|56|"Moist"|253293529|160371506
146|152|185|203|203|203|"Moist"|253293529|160371507
39|49|56|66|85|91|"Wet"|253293529|160371504
66|85|91|146|152|185|"Moist"|253293526|160371484
0|0|0|7|10|16|"Moist"|253293526|160371485
7|10|16|24|31|41|"Moist"|253293526|160371487
24|31|41|39|49|56|"Moist"|253293526|160371488
146|152|185|203|203|203|"Moist"|253293526|160371489
39|49|56|66|85|91|"Wet"|253293526|160371486
146|152|185|203|203|203|"Moist"|253293533|160371531
24|31|41|39|49|56|"Moist"|253293533|160371530
7|10|16|24|31|41|"Moist"|253293533|160371529
0|0|0|7|10|16|"Moist"|253293533|160371527
66|85|91|146|152|185|"Moist"|253293533|160371526
39|49|56|66|85|91|"Wet"|253293533|160371528
66|85|91|146|152|185|"Moist"|253293534|160371532
0|0|0|7|10|16|"Moist"|253293534|160371533
7|10|16|24|31|41|"Moist"|253293534|160371535
24|31|41|39|49|56|"Moist"|253293534|160371536
146|152|185|203|203|203|"Moist"|253293534|160371537
39|49|56|66|85|91|"Wet"|253293534|160371534
66|85|91|146|152|185|"Moist"|253293532|160371520
0|0|0|7|10|16|"Moist"|253293532|160371521
39|49|56|66|85|91|"Moist"|253293532|160371522
7|10|16|24|31|41|"Moist"|253293532|160371523
24|31|41|39|49|56|"Moist"|253293532|160371524
146|152|185|203|203|203|"Moist"|253293532|160371525
66|85|91|146|152|185|"Moist"|253293531|160371514
0|0|0|7|10|16|"Moist"|253293531|160371515
39|49|56|66|85|91|"Moist"|253293531|160371516
7|10|16|24|31|41|"Moist"|253293531|160371517
24|31|41|39|49|56|"Moist"|253293531|160371518
146|152|185|203|203|203|"Moist"|253293531|160371519
146|152|185|203|203|203|"Moist"|253293527|160371495
24|31|41|39|49|56|"Moist"|253293527|160371494
7|10|16|24|31|41|"Moist"|253293527|160371493
39|49|56|66|85|91|"Moist"|253293527|160371492
0|0|0|7|10|16|"Moist"|253293527|160371491
66|85|91|146|152|185|"Moist"|253293527|160371490
66|85|91|146|152|185|"Moist"|253293537|160371550
0|0|0|7|10|16|"Moist"|253293537|160371551
39|49|56|66|85|91|"Moist"|253293537|160371552
7|10|16|24|31|41|"Moist"|253293537|160371553
24|31|41|39|49|56|"Moist"|253293537|160371554
146|152|185|203|203|203|"Moist"|253293537|160371555
66|85|91|146|152|185|"Moist"|253293536|160371544
0|0|0|7|10|16|"Moist"|253293536|160371545
39|49|56|66|85|91|"Moist"|253293536|160371546
7|10|16|24|31|41|"Moist"|253293536|160371547
24|31|41|39|49|56|"Moist"|253293536|160371548
146|152|185|203|203|203|"Moist"|253293536|160371549
66|85|91|146|152|185|"Moist"|253293535|160371538
0|0|0|7|10|16|"Moist"|253293535|160371539
7|10|16|24|31|41|"Moist"|253293535|160371541
24|31|41|39|49|56|"Moist"|253293535|160371542
146|152|185|203|203|203|"Moist"|253293535|160371543
39|49|56|66|85|91|"Wet"|253293535|160371540
66|85|91|146|152|185|"Moist"|253293528|160371496
0|0|0|7|10|16|"Moist"|253293528|160371497
7|10|16|24|31|41|"Moist"|253293528|160371499
24|31|41|39|49|56|"Moist"|253293528|160371500
146|152|185|203|203|203|"Moist"|253293528|160371501
39|49|56|66|85|91|"Wet"|253293528|160371498
0|0|0|7|7|15|"Moist"|253293542|160371569
7|7|15|22|30|51|"Wet"|253293542|160371570
22|30|51|203|203|203|"Wet"|253293542|160371568
0|0|0|7|7|15|"Moist"|253293541|160371566
7|7|15|22|30|51|"Wet"|253293541|160371567
22|30|51|203|203|203|"Wet"|253293541|160371565
0|0|0|7|7|15|"Moist"|253293538|160371557
7|7|15|22|30|51|"Wet"|253293538|160371558
22|30|51|203|203|203|"Wet"|253293538|160371556
0|0|0|7|7|15|"Moist"|253293545|160371578
7|7|15|22|30|51|"Wet"|253293545|160371579
22|30|51|203|203|203|"Wet"|253293545|160371577
0|0|0|7|7|15|"Moist"|253293546|160371581
7|7|15|22|30|51|"Wet"|253293546|160371582
22|30|51|203|203|203|"Wet"|253293546|160371580
22|30|51|203|203|203|"Moist"|253293544|160371574
0|0|0|7|7|15|"Moist"|253293544|160371575
7|7|15|22|30|51|"Moist"|253293544|160371576
22|30|51|203|203|203|"Moist"|253293543|160371571
0|0|0|7|7|15|"Moist"|253293543|160371572
7|7|15|22|30|51|"Moist"|253293543|160371573
22|30|51|203|203|203|"Moist"|253293539|160371559
0|0|0|7|7|15|"Moist"|253293539|160371560
7|7|15|22|30|51|"Moist"|253293539|160371561
22|30|51|203|203|203|"Moist"|253293549|160371589
0|0|0|7|7|15|"Moist"|253293549|160371590
7|7|15|22|30|51|"Moist"|253293549|160371591
22|30|51|203|203|203|"Moist"|253293548|160371586
0|0|0|7|7|15|"Moist"|253293548|160371587
7|7|15|22|30|51|"Moist"|253293548|160371588
22|30|51|203|203|203|"Moist"|253293547|160371583
0|0|0|7|7|15|"Moist"|253293547|160371584
7|7|15|22|30|51|"Moist"|253293547|160371585
0|0|0|7|7|15|"Moist"|253293540|160371563
22|30|51|203|203|203|"Wet"|253293540|160371562
7|7|15|22|30|51|"Wet"|253293540|160371564
0|0|0|3|8|18|"Moist"|253293556|160371622
47|117|148|100|130|152|"Moist"|253293556|160371623
3|8|18|9|20|51|"Moist"|253293556|160371624
100|130|152|203|203|203|"Moist"|253293556|160371625
9|20|51|47|117|148|"Moist"|253293556|160371626
3|8|18|9|20|51|"Moist"|253293555|160371617
100|130|152|203|203|203|"Moist"|253293555|160371618
9|20|51|47|117|148|"Moist"|253293555|160371619
47|117|148|100|130|152|"Moist"|253293555|160371620
0|0|0|3|8|18|"Moist"|253293555|160371621
9|20|51|47|117|148|"Moist"|253293551|160371601
100|130|152|203|203|203|"Moist"|253293551|160371600
3|8|18|9|20|51|"Moist"|253293551|160371599
0|0|0|3|8|18|"Moist"|253293551|160371598
47|117|148|100|130|152|"Moist"|253293551|160371597
100|130|152|203|203|203|"Moist"|253293559|160371637
3|8|18|9|20|51|"Moist"|253293559|160371638
9|20|51|47|117|148|"Moist"|253293559|160371639
0|0|0|3|8|18|"Moist"|253293559|160371640
47|117|148|100|130|152|"Moist"|253293559|160371641
3|8|18|9|20|51|"Moist"|253293552|160371602
100|130|152|203|203|203|"Moist"|253293552|160371603
9|20|51|47|117|148|"Moist"|253293552|160371604
0|0|0|3|8|18|"Moist"|253293552|160371605
47|117|148|100|130|152|"Moist"|253293552|160371606
47|117|148|100|130|152|"Moist"|253293554|160371612
100|130|152|203|203|203|"Moist"|253293554|160371613
3|8|18|9|20|51|"Moist"|253293554|160371614
9|20|51|47|117|148|"Moist"|253293554|160371615
0|0|0|3|8|18|"Moist"|253293554|160371616
9|20|51|47|117|148|"Moist"|253293561|160371647
47|117|148|100|130|152|"Moist"|253293561|160371648
0|0|0|3|8|18|"Moist"|253293561|160371649
3|8|18|9|20|51|"Moist"|253293561|160371650
100|130|152|203|203|203|"Moist"|253293561|160371651
0|0|0|3|8|18|"Moist"|253293558|160371636
9|20|51|47|117|148|"Moist"|253293558|160371635
3|8|18|9|20|51|"Moist"|253293558|160371634
100|130|152|203|203|203|"Moist"|253293558|160371633
