"monthseq"|"month"|"flodfreqcl"|"floddurcl"|"pondfreqcl"|"ponddurcl"|"ponddep_l"|"ponddep_r"|"ponddep_h"|"dlyavgprecip_l"|"dlyavgprecip_r"|"dlyavgprecip_h"|"dlyavgpotet_l"|"dlyavgpotet_r"|"dlyavgpotet_h"|"cokey"|"comonthkey"
8|"August"|"None"|""|"None"|""||||||||||24242896|253412565
9|"September"|"None"|""|"None"|""||||||||||24242896|253412568
10|"October"|"None"|""|"None"|""||||||||||24242896|253412563
11|"November"|"None"|""|"None"|""||||||||||24242896|253412566
12|"December"|"None"|""|"None"|""||||||||||24242896|253412569
4|"April"|"None"|""|"None"|""||||||||||24242897|253412580
3|"March"|"None"|""|"None"|""||||||||||24242897|253412574
6|"June"|"None"|""|"None"|""||||||||||24242897|253412581
5|"May"|"None"|""|"None"|""||||||||||24242897|253412579
2|"February"|"None"|""|"None"|""||||||||||24242897|253412582
1|"January"|"None"|""|"None"|""||||||||||24242897|253412573
7|"July"|"None"|""|"None"|""||||||||||24242897|253412577
8|"August"|"None"|""|"None"|""||||||||||24242897|253412584
9|"September"|"None"|""|"None"|""||||||||||24242897|253412578
10|"October"|"None"|""|"None"|""||||||||||24242897|253412575
11|"November"|"None"|""|"None"|""||||||||||24242897|253412583
12|"December"|"None"|""|"None"|""||||||||||24242897|253412576
3|"March"|"None"|""|"None"|""||||||||||24243056|253414465
6|"June"|"None"|""|"None"|""||||||||||24243056|253414462
4|"April"|"None"|""|"None"|""||||||||||24243056|253414458
1|"January"|"None"|""|"None"|""||||||||||24243056|253414463
2|"February"|"None"|""|"None"|""||||||||||24243056|253414460
5|"May"|"None"|""|"None"|""||||||||||24243056|253414457
7|"July"|"None"|""|"None"|""||||||||||24243056|253414467
8|"August"|"None"|""|"None"|""||||||||||24243056|253414464
9|"September"|"None"|""|"None"|""||||||||||24243056|253414459
10|"October"|"None"|""|"None"|""||||||||||24243056|253414466
11|"November"|"None"|""|"None"|""||||||||||24243056|253414461
12|"December"|"None"|""|"None"|""||||||||||24243056|253414468
3|"March"|"None"|""|"None"|""||||||||||24243057|253414470
4|"April"|"None"|""|"None"|""||||||||||24243057|253414476
1|"January"|"None"|""|"None"|""||||||||||24243057|253414469
2|"February"|"None"|""|"None"|""||||||||||24243057|253414478
6|"June"|"None"|""|"None"|""||||||||||24243057|253414477
5|"May"|"None"|""|"None"|""||||||||||24243057|253414475
7|"July"|"None"|""|"None"|""||||||||||24243057|253414473
8|"August"|"None"|""|"None"|""||||||||||24243057|253414480
9|"September"|"None"|""|"None"|""||||||||||24243057|253414474
10|"October"|"None"|""|"None"|""||||||||||24243057|253414471
11|"November"|"None"|""|"None"|""||||||||||24243057|253414479
12|"December"|"None"|""|"None"|""||||||||||24243057|253414472
4|"April"|"None"|""|"None"|""||||||||||24243058|253414492
3|"March"|"None"|""|"None"|""||||||||||24243058|253414487
1|"January"|"None"|""|"None"|""||||||||||24243058|253414484
2|"February"|"None"|""|"None"|""||||||||||24243058|253414481
6|"June"|"None"|""|"None"|""||||||||||24243058|253414482
5|"May"|"None"|""|"None"|""||||||||||24243058|253414491
7|"July"|"None"|""|"None"|""||||||||||24243058|253414490
8|"August"|"None"|""|"None"|""||||||||||24243058|253414485
9|"September"|"None"|""|"None"|""||||||||||24243058|253414488
10|"October"|"None"|""|"None"|""||||||||||24243058|253414483
11|"November"|"None"|""|"None"|""||||||||||24243058|253414486
12|"December"|"None"|""|"None"|""||||||||||24243058|253414489
1|"January"|""|""|""|""||||||||||24242970|253413441
2|"February"|""|""|""|""||||||||||24242970|253413440
3|"March"|""|""|""|""||||||||||24242970|253413444
4|"April"|""|""|""|""||||||||||24242970|253413437
5|"May"|""|""|""|""||||||||||24242970|253413445
6|"June"|""|""|""|""||||||||||24242970|253413443
7|"July"|""|""|""|""||||||||||24242970|253413442
8|"August"|""|""|""|""||||||||||24242970|253413438
10|"October"|""|""|""|""||||||||||24242970|253413447
11|"November"|""|""|""|""||||||||||24242970|253413446
9|"September"|""|""|""|""||||||||||24242970|253413448
12|"December"|""|""|""|""||||||||||24242970|253413439
4|"April"|"None"|""|"None"|""||||||||||24242545|253408361
5|"May"|"None"|""|"None"|""||||||||||24242545|253408369
2|"February"|"None"|""|"None"|""||||||||||24242545|253408364
3|"March"|"None"|""|"None"|""||||||||||24242545|253408368
1|"January"|"None"|""|"None"|""||||||||||24242545|253408365
6|"June"|"None"|""|"None"|""||||||||||24242545|253408367
7|"July"|"None"|""|"None"|""||||||||||24242545|253408366
8|"August"|"None"|""|"None"|""||||||||||24242545|253408362
9|"September"|"None"|""|"None"|""||||||||||24242545|253408372
10|"October"|"None"|""|"None"|""||||||||||24242545|253408371
11|"November"|"None"|""|"None"|""||||||||||24242545|253408370
12|"December"|"None"|""|"None"|""||||||||||24242545|253408363
5|"May"|"None"|""|"None"|""||||||||||24242546|253408381
4|"April"|"None"|""|"None"|""||||||||||24242546|253408373
3|"March"|"None"|""|"None"|""||||||||||24242546|253408380
2|"February"|"None"|""|"None"|""||||||||||24242546|253408376
1|"January"|"None"|""|"None"|""||||||||||24242546|253408377
6|"June"|"None"|""|"None"|""||||||||||24242546|253408379
7|"July"|"None"|""|"None"|""||||||||||24242546|253408378
9|"September"|"None"|""|"None"|""||||||||||24242546|253408384
8|"August"|"None"|""|"None"|""||||||||||24242546|253408374
11|"November"|"None"|""|"None"|""||||||||||24242546|253408382
10|"October"|"None"|""|"None"|""||||||||||24242546|253408383
12|"December"|"None"|""|"None"|""||||||||||24242546|253408375
5|"May"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243059|253414502
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243059|253414493
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243059|253414499
12|"December"|""|""|"None"|""||||||||||24243059|253414501
11|"November"|""|""|"None"|""||||||||||24243059|253414496
9|"September"|""|""|"None"|""||||||||||24243059|253414504
10|"October"|""|""|"None"|""||||||||||24243059|253414500
8|"August"|""|""|"None"|""||||||||||24243059|253414497
7|"July"|""|""|"None"|""||||||||||24243059|253414503
6|"June"|""|""|"None"|""||||||||||24243059|253414495
1|"January"|""|""|"None"|""||||||||||24243059|253414498
2|"February"|""|""|"None"|""||||||||||24243059|253414494
4|"April"|"None"|""|"None"|""||||||||||24243060|253414505
3|"March"|"None"|""|"None"|""||||||||||24243060|253414512
2|"February"|"None"|""|"None"|""||||||||||24243060|253414508
1|"January"|"None"|""|"None"|""||||||||||24243060|253414509
6|"June"|"None"|""|"None"|""||||||||||24243060|253414511
5|"May"|"None"|""|"None"|""||||||||||24243060|253414513
7|"July"|"None"|""|"None"|""||||||||||24243060|253414510
8|"August"|"None"|""|"None"|""||||||||||24243060|253414506
10|"October"|"None"|""|"None"|""||||||||||24243060|253414515
9|"September"|"None"|""|"None"|""||||||||||24243060|253414516
12|"December"|"None"|""|"None"|""||||||||||24243060|253414507
11|"November"|"None"|""|"None"|""||||||||||24243060|253414514
4|"April"|"None"|""|"None"|""||||||||||24243061|253414517
3|"March"|"None"|""|"None"|""||||||||||24243061|253414523
2|"February"|"None"|""|"None"|""||||||||||24243061|253414518
1|"January"|"None"|""|"None"|""||||||||||24243061|253414522
6|"June"|"None"|""|"None"|""||||||||||24243061|253414519
5|"May"|"None"|""|"None"|""||||||||||24243061|253414526
8|"August"|"None"|""|"None"|""||||||||||24243061|253414521
7|"July"|"None"|""|"None"|""||||||||||24243061|253414527
10|"October"|"None"|""|"None"|""||||||||||24243061|253414524
9|"September"|"None"|""|"None"|""||||||||||24243061|253414528
12|"December"|"None"|""|"None"|""||||||||||24243061|253414525
11|"November"|"None"|""|"None"|""||||||||||24243061|253414520
4|"April"|"None"|""|"None"|""||||||||||24242659|253409740
5|"May"|"None"|""|"None"|""||||||||||24242659|253409736
3|"March"|"None"|""|"None"|""||||||||||24242659|253409735
2|"February"|"None"|""|"None"|""||||||||||24242659|253409731
1|"January"|"None"|""|"None"|""||||||||||24242659|253409734
7|"July"|"None"|""|"None"|""||||||||||24242659|253409738
6|"June"|"None"|""|"None"|""||||||||||24242659|253409730
9|"September"|"None"|""|"None"|""||||||||||24242659|253409739
8|"August"|"None"|""|"None"|""||||||||||24242659|253409732
11|"November"|"None"|""|"None"|""||||||||||24242659|253409729
10|"October"|"None"|""|"None"|""||||||||||24242659|253409733
12|"December"|"None"|""|"None"|""||||||||||24242659|253409737
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242660|253409751
5|"May"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242660|253409750
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242660|253409752
12|"December"|""|""|"None"|""||||||||||24242660|253409749
10|"October"|""|""|"None"|""||||||||||24242660|253409747
11|"November"|""|""|"None"|""||||||||||24242660|253409748
9|"September"|""|""|"None"|""||||||||||24242660|253409746
8|"August"|""|""|"None"|""||||||||||24242660|253409745
7|"July"|""|""|"None"|""||||||||||24242660|253409744
6|"June"|""|""|"None"|""||||||||||24242660|253409743
1|"January"|""|""|"None"|""||||||||||24242660|253409741
2|"February"|""|""|"None"|""||||||||||24242660|253409742
4|"April"|"None"|""|"None"|""||||||||||24242661|253409753
5|"May"|"None"|""|"None"|""||||||||||24242661|253409762
3|"March"|"None"|""|"None"|""||||||||||24242661|253409759
2|"February"|"None"|""|"None"|""||||||||||24242661|253409754
1|"January"|"None"|""|"None"|""||||||||||24242661|253409758
7|"July"|"None"|""|"None"|""||||||||||24242661|253409763
6|"June"|"None"|""|"None"|""||||||||||24242661|253409755
9|"September"|"None"|""|"None"|""||||||||||24242661|253409764
8|"August"|"None"|""|"None"|""||||||||||24242661|253409757
11|"November"|"None"|""|"None"|""||||||||||24242661|253409756
10|"October"|"None"|""|"None"|""||||||||||24242661|253409760
12|"December"|"None"|""|"None"|""||||||||||24242661|253409761
6|"June"|"None"|""|"None"|""||||||||||24243099|253414977
5|"May"|"None"|""|"None"|""||||||||||24243099|253414983
4|"April"|"None"|""|"None"|""||||||||||24243099|253414973
3|"March"|"None"|""|"None"|""||||||||||24243099|253414978
2|"February"|"None"|""|"None"|""||||||||||24243099|253414974
1|"January"|"None"|""|"None"|""||||||||||24243099|253414979
7|"July"|"None"|""|"None"|""||||||||||24243099|253414984
8|"August"|"None"|""|"None"|""||||||||||24243099|253414980
9|"September"|"None"|""|"None"|""||||||||||24243099|253414975
10|"October"|"None"|""|"None"|""||||||||||24243099|253414981
11|"November"|"None"|""|"None"|""||||||||||24243099|253414976
12|"December"|"None"|""|"None"|""||||||||||24243099|253414982
6|"June"|"None"|""|"None"|""||||||||||24243100|253414995
5|"May"|"None"|""|"None"|""||||||||||24243100|253414992
4|"April"|"None"|""|"None"|""||||||||||24243100|253414991
3|"March"|"None"|""|"None"|""||||||||||24243100|253414987
2|"February"|"None"|""|"None"|""||||||||||24243100|253414996
1|"January"|"None"|""|"None"|""||||||||||24243100|253414985
7|"July"|"None"|""|"None"|""||||||||||24243100|253414989
8|"August"|"None"|""|"None"|""||||||||||24243100|253414986
9|"September"|"None"|""|"None"|""||||||||||24243100|253414993
10|"October"|"None"|""|"None"|""||||||||||24243100|253414988
11|"November"|"None"|""|"None"|""||||||||||24243100|253414994
12|"December"|"None"|""|"None"|""||||||||||24243100|253414990
6|"June"|"None"|""|"None"|""||||||||||24243101|253414999
5|"May"|"None"|""|"None"|""||||||||||24243101|253415006
4|"April"|"None"|""|"None"|""||||||||||24243101|253414997
3|"March"|"None"|""|"None"|""||||||||||24243101|253415003
2|"February"|"None"|""|"None"|""||||||||||24243101|253414998
1|"January"|"None"|""|"None"|""||||||||||24243101|253415002
7|"July"|"None"|""|"None"|""||||||||||24243101|253415007
8|"August"|"None"|""|"None"|""||||||||||24243101|253415001
9|"September"|"None"|""|"None"|""||||||||||24243101|253415008
10|"October"|"None"|""|"None"|""||||||||||24243101|253415004
11|"November"|"None"|""|"None"|""||||||||||24243101|253415000
12|"December"|"None"|""|"None"|""||||||||||24243101|253415005
6|"June"|"None"|""|"None"|""||||||||||24242835|253411834
4|"April"|"None"|""|"None"|""||||||||||24242835|253411832
8|"August"|"None"|""|"None"|""||||||||||24242835|253411836
5|"May"|"None"|""|"None"|""||||||||||24242835|253411833
3|"March"|"None"|""|"None"|""||||||||||24242835|253411831
2|"February"|"None"|""|"None"|""||||||||||24242835|253411830
1|"January"|"None"|""|"None"|""||||||||||24242835|253411829
7|"July"|"None"|""|"None"|""||||||||||24242835|253411835
10|"October"|"None"|""|"None"|""||||||||||24242835|253411838
11|"November"|"None"|""|"None"|""||||||||||24242835|253411839
9|"September"|"None"|""|"None"|""||||||||||24242835|253411837
12|"December"|"None"|""|"None"|""||||||||||24242835|253411840
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242836|253411844
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242836|253411847
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242836|253411852
12|"December"|""|""|"None"|""||||||||||24242836|253411843
11|"November"|""|""|"None"|""||||||||||24242836|253411849
10|"October"|""|""|"None"|""||||||||||24242836|253411841
9|"September"|""|""|"None"|""||||||||||24242836|253411842
8|"August"|""|""|"None"|""||||||||||24242836|253411851
7|"July"|""|""|"None"|""||||||||||24242836|253411845
6|"June"|""|""|"None"|""||||||||||24242836|253411846
5|"May"|""|""|"None"|""||||||||||24242836|253411848
4|"April"|""|""|"None"|""||||||||||24242836|253411850
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242837|253411857
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242837|253411860
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242837|253411856
12|"December"|""|""|"None"|""||||||||||24242837|253411864
11|"November"|""|""|"None"|""||||||||||24242837|253411853
10|"October"|""|""|"None"|""||||||||||24242837|253411854
9|"September"|""|""|"None"|""||||||||||24242837|253411855
8|"August"|""|""|"None"|""||||||||||24242837|253411863
7|"July"|""|""|"None"|""||||||||||24242837|253411858
6|"June"|""|""|"None"|""||||||||||24242837|253411859
5|"May"|""|""|"None"|""||||||||||24242837|253411861
4|"April"|""|""|"None"|""||||||||||24242837|253411862
4|"April"|"None"|""|"None"|""||||||||||24242635|253409441
5|"May"|"None"|""|"None"|""||||||||||24242635|253409449
3|"March"|"None"|""|"None"|""||||||||||24242635|253409448
2|"February"|"None"|""|"None"|""||||||||||24242635|253409444
1|"January"|"None"|""|"None"|""||||||||||24242635|253409445
7|"July"|"None"|""|"None"|""||||||||||24242635|253409446
6|"June"|"None"|""|"None"|""||||||||||24242635|253409447
9|"September"|"None"|""|"None"|""||||||||||24242635|253409452
8|"August"|"None"|""|"None"|""||||||||||24242635|253409442
11|"November"|"None"|""|"None"|""||||||||||24242635|253409450
10|"October"|"None"|""|"None"|""||||||||||24242635|253409451
12|"December"|"None"|""|"None"|""||||||||||24242635|253409443
4|"April"|"None"|""|"None"|""||||||||||24242636|253409456
5|"May"|"None"|""|"None"|""||||||||||24242636|253409457
3|"March"|"None"|""|"None"|""||||||||||24242636|253409455
2|"February"|"None"|""|"None"|""||||||||||24242636|253409454
1|"January"|"None"|""|"None"|""||||||||||24242636|253409453
7|"July"|"None"|""|"None"|""||||||||||24242636|253409459
6|"June"|"None"|""|"None"|""||||||||||24242636|253409458
9|"September"|"None"|""|"None"|""||||||||||24242636|253409461
8|"August"|"None"|""|"None"|""||||||||||24242636|253409460
11|"November"|"None"|""|"None"|""||||||||||24242636|253409463
10|"October"|"None"|""|"None"|""||||||||||24242636|253409462
12|"December"|"None"|""|"None"|""||||||||||24242636|253409464
4|"April"|"None"|""|"None"|""||||||||||24242637|253409465
5|"May"|"None"|""|"None"|""||||||||||24242637|253409468
3|"March"|"None"|""|"None"|""||||||||||24242637|253409475
2|"February"|"None"|""|"None"|""||||||||||24242637|253409471
1|"January"|"None"|""|"None"|""||||||||||24242637|253409467
7|"July"|"None"|""|"None"|""||||||||||24242637|253409473
6|"June"|"None"|""|"None"|""||||||||||24242637|253409474
9|"September"|"None"|""|"None"|""||||||||||24242637|253409470
8|"August"|"None"|""|"None"|""||||||||||24242637|253409466
11|"November"|"None"|""|"None"|""||||||||||24242637|253409476
10|"October"|"None"|""|"None"|""||||||||||24242637|253409469
12|"December"|"None"|""|"None"|""||||||||||24242637|253409472
5|"May"|"None"|""|"None"|""||||||||||24242789|253411286
4|"April"|"None"|""|"None"|""||||||||||24242789|253411284
6|"June"|"None"|""|"None"|""||||||||||24242789|253411279
3|"March"|"None"|""|"None"|""||||||||||24242789|253411277
2|"February"|"None"|""|"None"|""||||||||||24242789|253411281
1|"January"|"None"|""|"None"|""||||||||||24242789|253411283
7|"July"|"None"|""|"None"|""||||||||||24242789|253411285
9|"September"|"None"|""|"None"|""||||||||||24242789|253411278
8|"August"|"None"|""|"None"|""||||||||||24242789|253411287
11|"November"|"None"|""|"None"|""||||||||||24242789|253411288
10|"October"|"None"|""|"None"|""||||||||||24242789|253411282
12|"December"|"None"|""|"None"|""||||||||||24242789|253411280
5|"May"|"None"|""|"None"|""||||||||||24242790|253411294
4|"April"|"None"|""|"None"|""||||||||||24242790|253411297
6|"June"|"None"|""|"None"|""||||||||||24242790|253411298
3|"March"|"None"|""|"None"|""||||||||||24242790|253411291
2|"February"|"None"|""|"None"|""||||||||||24242790|253411299
1|"January"|"None"|""|"None"|""||||||||||24242790|253411289
7|"July"|"None"|""|"None"|""||||||||||24242790|253411295
9|"September"|"None"|""|"None"|""||||||||||24242790|253411293
8|"August"|"None"|""|"None"|""||||||||||24242790|253411292
11|"November"|"None"|""|"None"|""||||||||||24242790|253411300
10|"October"|"None"|""|"None"|""||||||||||24242790|253411290
12|"December"|"None"|""|"None"|""||||||||||24242790|253411296
5|"May"|"None"|""|"None"|""||||||||||24242791|253411308
4|"April"|"None"|""|"None"|""||||||||||24242791|253411312
6|"June"|"None"|""|"None"|""||||||||||24242791|253411310
3|"March"|"None"|""|"None"|""||||||||||24242791|253411305
2|"February"|"None"|""|"None"|""||||||||||24242791|253411311
1|"January"|"None"|""|"None"|""||||||||||24242791|253411304
7|"July"|"None"|""|"None"|""||||||||||24242791|253411307
9|"September"|"None"|""|"None"|""||||||||||24242791|253411309
8|"August"|"None"|""|"None"|""||||||||||24242791|253411302
11|"November"|"None"|""|"None"|""||||||||||24242791|253411301
10|"October"|"None"|""|"None"|""||||||||||24242791|253411303
12|"December"|"None"|""|"None"|""||||||||||24242791|253411306
5|"May"|"None"|""|"None"|""||||||||||24242792|253411320
4|"April"|"None"|""|"None"|""||||||||||24242792|253411324
6|"June"|"None"|""|"None"|""||||||||||24242792|253411322
3|"March"|"None"|""|"None"|""||||||||||24242792|253411317
2|"February"|"None"|""|"None"|""||||||||||24242792|253411323
1|"January"|"None"|""|"None"|""||||||||||24242792|253411316
7|"July"|"None"|""|"None"|""||||||||||24242792|253411319
9|"September"|"None"|""|"None"|""||||||||||24242792|253411321
8|"August"|"None"|""|"None"|""||||||||||24242792|253411314
11|"November"|"None"|""|"None"|""||||||||||24242792|253411313
10|"October"|"None"|""|"None"|""||||||||||24242792|253411315
12|"December"|"None"|""|"None"|""||||||||||24242792|253411318
5|"May"|"None"|""|"None"|""||||||||||24242793|253411333
4|"April"|"None"|""|"None"|""||||||||||24242793|253411325
6|"June"|"None"|""|"None"|""||||||||||24242793|253411331
3|"March"|"None"|""|"None"|""||||||||||24242793|253411332
2|"February"|"None"|""|"None"|""||||||||||24242793|253411328
1|"January"|"None"|""|"None"|""||||||||||24242793|253411329
7|"July"|"None"|""|"None"|""||||||||||24242793|253411330
9|"September"|"None"|""|"None"|""||||||||||24242793|253411336
8|"August"|"None"|""|"None"|""||||||||||24242793|253411326
11|"November"|"None"|""|"None"|""||||||||||24242793|253411334
10|"October"|"None"|""|"None"|""||||||||||24242793|253411335
12|"December"|"None"|""|"None"|""||||||||||24242793|253411327
5|"May"|"None"|""|"None"|""||||||||||24242794|253411345
4|"April"|"None"|""|"None"|""||||||||||24242794|253411337
6|"June"|"None"|""|"None"|""||||||||||24242794|253411343
3|"March"|"None"|""|"None"|""||||||||||24242794|253411344
2|"February"|"None"|""|"None"|""||||||||||24242794|253411340
1|"January"|"None"|""|"None"|""||||||||||24242794|253411341
7|"July"|"None"|""|"None"|""||||||||||24242794|253411342
9|"September"|"None"|""|"None"|""||||||||||24242794|253411348
8|"August"|"None"|""|"None"|""||||||||||24242794|253411338
11|"November"|"None"|""|"None"|""||||||||||24242794|253411346
10|"October"|"None"|""|"None"|""||||||||||24242794|253411347
12|"December"|"None"|""|"None"|""||||||||||24242794|253411339
5|"May"|"None"|""|"None"|""||||||||||24242795|253411353
4|"April"|"None"|""|"None"|""||||||||||24242795|253411357
6|"June"|"None"|""|"None"|""||||||||||24242795|253411356
3|"March"|"None"|""|"None"|""||||||||||24242795|253411360
2|"February"|"None"|""|"None"|""||||||||||24242795|253411355
1|"January"|"None"|""|"None"|""||||||||||24242795|253411359
7|"July"|"None"|""|"None"|""||||||||||24242795|253411351
9|"September"|"None"|""|"None"|""||||||||||24242795|253411352
8|"August"|"None"|""|"None"|""||||||||||24242795|253411358
11|"November"|"None"|""|"None"|""||||||||||24242795|253411354
10|"October"|"None"|""|"None"|""||||||||||24242795|253411349
12|"December"|"None"|""|"None"|""||||||||||24242795|253411350
4|"April"|"None"|""|"None"|""||||||||||24242796|253411372
5|"May"|"None"|""|"None"|""||||||||||24242796|253411371
6|"June"|"None"|""|"None"|""||||||||||24242796|253411362
3|"March"|"None"|""|"None"|""||||||||||24242796|253411367
2|"February"|"None"|""|"None"|""||||||||||24242796|253411361
1|"January"|"None"|""|"None"|""||||||||||24242796|253411364
7|"July"|"None"|""|"None"|""||||||||||24242796|253411370
9|"September"|"None"|""|"None"|""||||||||||24242796|253411368
8|"August"|"None"|""|"None"|""||||||||||24242796|253411365
11|"November"|"None"|""|"None"|""||||||||||24242796|253411366
10|"October"|"None"|""|"None"|""||||||||||24242796|253411363
12|"December"|"None"|""|"None"|""||||||||||24242796|253411369
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242797|253411374
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242797|253411377
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242797|253411376
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242797|253411384
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242797|253411382
11|"November"|""|""|"None"|""||||||||||24242797|253411383
10|"October"|""|""|"None"|""||||||||||24242797|253411373
9|"September"|""|""|"None"|""||||||||||24242797|253411379
8|"August"|""|""|"None"|""||||||||||24242797|253411375
7|"July"|""|""|"None"|""||||||||||24242797|253411378
6|"June"|""|""|"None"|""||||||||||24242797|253411381
5|"May"|""|""|"None"|""||||||||||24242797|253411380
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242798|253411386
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242798|253411390
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24242798|253411392
12|"December"|""|""|"None"|""||||||||||24242798|253411396
11|"November"|""|""|"None"|""||||||||||24242798|253411385
10|"October"|""|""|"None"|""||||||||||24242798|253411389
9|"September"|""|""|"None"|""||||||||||24242798|253411394
8|"August"|""|""|"None"|""||||||||||24242798|253411391
7|"July"|""|""|"None"|""||||||||||24242798|253411395
6|"June"|""|""|"None"|""||||||||||24242798|253411387
5|"May"|""|""|"None"|""||||||||||24242798|253411393
4|"April"|""|""|"None"|""||||||||||24242798|253411388
4|"April"|"None"|""|"None"|""||||||||||24242799|253411404
5|"May"|"None"|""|"None"|""||||||||||24242799|253411403
6|"June"|"None"|""|"None"|""||||||||||24242799|253411405
3|"March"|"None"|""|"None"|""||||||||||24242799|253411398
2|"February"|"None"|""|"None"|""||||||||||24242799|253411406
1|"January"|"None"|""|"None"|""||||||||||24242799|253411397
7|"July"|"None"|""|"None"|""||||||||||24242799|253411401
8|"August"|"None"|""|"None"|""||||||||||24242799|253411408
9|"September"|"None"|""|"None"|""||||||||||24242799|253411402
10|"October"|"None"|""|"None"|""||||||||||24242799|253411399
11|"November"|"None"|""|"None"|""||||||||||24242799|253411407
12|"December"|"None"|""|"None"|""||||||||||24242799|253411400
4|"April"|"None"|""|"None"|""||||||||||24242581|253408796
5|"May"|"None"|""|"None"|""||||||||||24242581|253408797
3|"March"|"None"|""|"None"|""||||||||||24242581|253408795
2|"February"|"None"|""|"None"|""||||||||||24242581|253408794
1|"January"|"None"|""|"None"|""||||||||||24242581|253408793
7|"July"|"None"|""|"None"|""||||||||||24242581|253408799
6|"June"|"None"|""|"None"|""||||||||||24242581|253408798
9|"September"|"None"|""|"None"|""||||||||||24242581|253408801
8|"August"|"None"|""|"None"|""||||||||||24242581|253408800
11|"November"|"None"|""|"None"|""||||||||||24242581|253408803
10|"October"|"None"|""|"None"|""||||||||||24242581|253408802
12|"December"|"None"|""|"None"|""||||||||||24242581|253408804
4|"April"|"None"|""|"None"|""||||||||||24242582|253408805
5|"May"|"None"|""|"None"|""||||||||||24242582|253408813
3|"March"|"None"|""|"None"|""||||||||||24242582|253408812
2|"February"|"None"|""|"None"|""||||||||||24242582|253408808
1|"January"|"None"|""|"None"|""||||||||||24242582|253408809
7|"July"|"None"|""|"None"|""||||||||||24242582|253408810
6|"June"|"None"|""|"None"|""||||||||||24242582|253408811
9|"September"|"None"|""|"None"|""||||||||||24242582|253408816
8|"August"|"None"|""|"None"|""||||||||||24242582|253408806
11|"November"|"None"|""|"None"|""||||||||||24242582|253408814
10|"October"|"None"|""|"None"|""||||||||||24242582|253408815
12|"December"|"None"|""|"None"|""||||||||||24242582|253408807
4|"April"|"None"|""|"None"|""||||||||||24242583|253408823
5|"May"|"None"|""|"None"|""||||||||||24242583|253408819
3|"March"|"None"|""|"None"|""||||||||||24242583|253408818
2|"February"|"None"|""|"None"|""||||||||||24242583|253408826
1|"January"|"None"|""|"None"|""||||||||||24242583|253408827
7|"July"|"None"|""|"None"|""||||||||||24242583|253408828
6|"June"|"None"|""|"None"|""||||||||||24242583|253408817
9|"September"|"None"|""|"None"|""||||||||||24242583|253408822
8|"August"|"None"|""|"None"|""||||||||||24242583|253408824
11|"November"|"None"|""|"None"|""||||||||||24242583|253408820
10|"October"|"None"|""|"None"|""||||||||||24242583|253408821
12|"December"|"None"|""|"None"|""||||||||||24242583|253408825
6|"June"|"None"|""|"None"|""||||||||||24243102|253415015
5|"May"|"None"|""|"None"|""||||||||||24243102|253415017
4|"April"|"None"|""|"None"|""||||||||||24243102|253415009
3|"March"|"None"|""|"None"|""||||||||||24243102|253415016
2|"February"|"None"|""|"None"|""||||||||||24243102|253415012
1|"January"|"None"|""|"None"|""||||||||||24243102|253415013
7|"July"|"None"|""|"None"|""||||||||||24243102|253415014
8|"August"|"None"|""|"None"|""||||||||||24243102|253415010
9|"September"|"None"|""|"None"|""||||||||||24243102|253415020
10|"October"|"None"|""|"None"|""||||||||||24243102|253415019
12|"December"|"None"|""|"None"|""||||||||||24243102|253415011
11|"November"|"None"|""|"None"|""||||||||||24243102|253415018
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243103|253415026
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243103|253415028
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243103|253415022
11|"November"|""|""|"None"|""||||||||||24243103|253415021
12|"December"|""|""|"None"|""||||||||||24243103|253415032
